"The Creative Independent",online,curture,"アメリカのクラウドファンディングサービスKickstarterを母体に、創造する人々のコミュニティを養い、成長させることを目的地したコンテンツを発表するウェブメディア。
作家、ミュージシャン、デザイナー、ビジュアルアーティストなどの現役アーティストが語る、クリエイティブな生活の試練と苦難を明らかにするインタビュー、知恵、ガイドを作成しています。",https://thecreativeindependent.com/
"Cafe OTO",euro,venue,"イギリス・ロンドンにある、主流の外に存在する創造的な新しい音楽の家。
日夜、実験的で冒険的なライブイベントを開催し、日中は、カフェ・貸しスペースを営業。その他、デジタル・フィジカル形態で、イベントの記録を出版。
その他、Cafe OTOのサービスをより楽しむことができる様々なメンバーシップ制度を提供しています。",https://www.cafeoto.co.uk/
"ISSUE Project Room",us,venue,"2003年に設立されたニューヨーク・ブルックリンを拠点とする先駆的なパフォーマンスを実施するイベント会場。
芸術的実践の境界を広げ、より広いコミュニティで批判的な対話を刺激する。音、動き、映画、パフォーマンス、文学にまたがる多様なアーティストを紹介しています。
ニューヨークを拠点とするアーティストをサポートするレジデンスプログラム、キュレーターをサポートするプログラムなど、イベント開催以外にも、過小評価されているアーティストや活動に目を向けることを目標とした数多くのプログラムを実施しています。
",https://issueprojectroom.org/
"Blank Forms",us,venue,ニューヨーク・ブルックリンを拠点に、実験音楽、パフォーマンス、ダンス、サウンドアートなど、さまざまな表現を扱い、実験的な活動を行う、新興の過小評価されているアーティストを支援することを目的とした非営利団体が運営するイベント会場。,https://blankforms.org/
"The Middler",us,art,ニューヨーク・ブルックリンのアパートの一室にあるアポイントメント制ギャラリー,http://themiddler.com/
"Gern en Regalia",us,art,"ニューヨーク・イーストブロードウェイにあるAeon bookstoreの裏（奥？）にあるアポイントメント制アーティスト・ラン・スペース。",http://gernenregalia.com/
AeonBookstore,us,book,"ニューヨーク・イーストビレッジにある中古本・レコード屋。店内の裏（奥？）には、アポイントメント制アーティスト・ラン・スペース Gern en Regalia があります。
",https://www.aeonbookstore.com/
"Printed Matter",us,book,"世界中のアートブック・ジンを取り扱うニューヨークの書店。NY Art Book Fair／LA Art Book Fairを主催。その他、世界中でArt Book Fairを開催し、実験的で冒険的なアートブック・ジンの普及する活動を行っています。",https://www.printedmatter.org/
Mayhem,euro,venue,"デンマーク・コペンハーゲンにある、極端で実験的な芸術のためのスペース。
開放性を確保するために、人種差別、性差別、同性愛嫌悪、トランスフォビア、その他の不快な行動は容認せず、聴衆に親切にすること、つまりきちんとすることを求めます。 ",http://mayhemkbh.dk/
SILO,euro,venue,"言葉、散文、エッセイなど文章を取り扱う表現を探求するスペース。
ウェブサイト、印刷物、音など様々な形態で、実験的な活動を行っています。",https://s-i-l-o.fr/
"2727 California",us,curture,カリフォルニア・バークレーにある、美術教育のためのスペース。ショップ、アーティスト・イン・レジデンス・プログラム、パブリック・プリント・ルーム、ワークショップ・シリーズ、サマーキャンプなどを実施しています。,https://2727.today/
LOYAL,euro,art,"スウェーデン・ストックホルムにある現代美術ギャラリー。
Martin Lilja、Kristian Bengtsson、Amy Giuntaを中心とした同名の雑誌をきっかけに、ギャラリーは共同創設者のMartin LiljaとAmy Giuntaによって運営されています。
",https://www.loyalgallery.com/
SPECIES,us,art,"ジョージア州アトランタにあるアポイントメント制アーティスト・ラン・スペース。
2018年閉館。ウェブデザインは、Beautiful Companyが担当。",http://inter-species.us/
"External Pages",online,art,"反資本主義と異種フェミニストの思想に触発されたデジタルプロジェクトを紹介するオンライン展示スペースです。隔月で、ブラウザでアートを表示する可能性を押し上げるアーティストや集団を紹介します。
主宰Ana Meisel・Effie Cromptonによるグラフィック・Chris Hayesによる編集・MackenzieDavidsonによる方向性とWeb開発の支援。",https://externalpages.org/
"The BOX",euro,art,オランダにあるギャラリー。2017年閉館,http://box.werkplaatstypografie.org/
MARQUISE,euro,art,リスボン・ポルトガルにあるアポイントメント制ギャラリー,http://www.marquise.ws/
"ReadingRoom,",oceania,art,オーストラリア・メルボルンにある現代美術ギャラリー,https://areadingroom.com/
"Yale Union",us,venue,"エールユニオン オレゴン州サウスイーストポートランドの現代アートの中心地。
芸術家を支援し、新しい制作方法を提案し、芸術をめぐる進行中の公の言説を刺激したいという願望によって導かれています。",https://yaleunion.org/
VERONICA,us,art,アメリカ・シアトルにある現代美術ギャラリー,https://veronica-projectspace.com/
"The Sunroom",us,art,バージニア州リッチモンドにある現代美術ギャラリー,https://thesunroom.xyz/
RESOURCE,us,book,"より広く、より多様なコミュニティがデザイン出版物にアクセスできるようにするための場所。
ブルックリン・ニューヨークのインテリアショップLichen内に拠点を構えています。",http://www.resourcelibrary.us/
"School of Speculation",online,curture,"デザイナー、アーティスト、学生、文化施設、既存の学校や市民からのサポートを受け活動する、インディペンデントクリティカルデザインスクール。
授業はすべて無料。ロンドン・ニューヨーク・スイスなど世界中様々な場所でワークショップ・教室を開いています。",https://schoolofspeculation.xyz/
Sakiya,middleeast,venue,"パレスチナ・ラマッラーを拠点とする実験的な知識の生産と共有のための進歩的なアカデミー。
地元の農業の伝統を現代美術と生態学的慣行に移植するプロジェクトを運営しています。",https://sakiya.org/
"Implied Gallery",online,art,有意義なオンライン体験を構築する方法を探求する仮想展示スペース。固定された概念はなく、ホストとその出展者および訪問者、つまりユーザーとの間の継続的な会話に常に依存し、スペースは継続的に成長します。,https://implied.gallery/
Sydney,oceania,art,おそらくオーストラリアを拠点とする住所不定のアポイントメント制ギャラリーであり、アートプロジェクト,http://www.sydneysydney.net/
"The Poetry Project ",us,venue,"ニューヨークに拠点を構え、コミュニティが詩を中心に根本的に組織化したときに何が起こり得るかを実験し、モデル化するプロジェクト。
",https://www.poetryproject.org/
"Nottingham Contemporary",euro,art,イギリス・ノッティンガムにある現代美術ギャラリー,https://www.nottinghamcontemporary.org/
"IL COLORIFICIO",euro,art,"イタリア・ミラノを拠点とするMichele Bertolino, Bernardo Follini, Giulia Gregnanin, Sebastiano Palaが運営するキュレーター集団であり、アポイントメント制のプロジェクトスペース。
",http://www.ilcolorificio.org/
"If I Can’t Dance, I Don’t Want To Be Part Of Your Revolution",euro,art,"オランダ・アムステルダムを拠点に、現代美術におけるパフォーマンスとパフォーマンスの進化と類型を探求することに専念するアート組織。
物理的な環境、印刷物、ウェブの間を移動し、実験やコラボレーションのためのスペースを作りながら、その活動に合わせて動きます。",https://ificantdance.org/
Haus,euro,art,"オーストリア・ウィーンを拠点とするアートジェクト。
公募形式のアートプロジェクトなどを運営している。",https://2021.haus.wien/
Pina,euro,art,オーストリア・ウィーンを拠点とする現代美術ギャラリー,http://pinavienna.eu/
"Exo Exo",euro,art,フランス・パリにある現代美術ギャラリー,http://exoexo.xyz/
"Et al.",us,art,"サンフランシスコにある現代美術ギャラリー。
Jackie Im, Aaron Harbour, and Kevin Krueger がディレクションを手掛ける。",https://etaletc.com/
"Idea Books",euro,book,"アムステルダムを拠点とする卸売業者および販売業者。
現代建築、アート、写真、デザイン、ファッション、映画に関する書籍、展覧会カタログ、DVDなどを取り扱っています。",https://www.ideabooks.nl/
Kimberly-Klark,us,art,"ニューヨーク・クイーンズにある現代美術ギャラリー。
",https://kimberly-klark.com/
"2 Bridges Music Arts",us,music,ニューヨークマートモールのチャイナタウンにある、展示会やイベントを開催しながら、新品および中古のレコード、テープ、本を販売している店。,http://2bridgesnyc.net/
fusetron,us,music,ニューヨーク・ブルックリンを拠点とする音楽ショップ。オンラインをベースに営業しています。,https://www.fusetronsound.com/
"THE STILL HOUSE GROUP",us,art,ニューヨークを拠点とするアーティストが運営する組織であり、現代美術ギャラリー。,http://www.enterstillhouse.com/
"VIOLET'S CAFE",us,art,"ニューヨーク・ブルックリンにあった現代美術ギャラリー。2015年閉館
",http://violetscafe.org/wepretendtoworkandtheypretendtopayus
247365,us,art,"Jesse Greenberg and MacGregor Harp によって設立され、2012年から2017年まで運営されているニューヨーク市のアートギャラリー。",http://twentyfourseventhreesixtyfive.biz/
"american medium",us,art,2012年から2018年の終わりまでニューヨークで運営されていた現代美術ギャラリー,http://www.americanmedium.net/
"Antenne Books",euro,book,"ロンドンで設立された独立した出版社のためのディストリビューター。 2
アート、写真、デザイン、イラストレーション、理論、執筆、ファッション、文化に関する出版物を配布しています。",https://www.antennebooks.com/
"AND/OR GALLERY",us,art,カリフォルニア州パサデナにある現代美術ギャラリー。,https://www.andorgallery.com/
"OOGA BOOGA",us,curture,"アート、本、音楽、衣料品を専門とするロサンゼルスのチャイナタウンにある小さなショップ。
",http://www.oogaboogastore.com/
"Perimeter Books",oceania,book,オーストラリア・メルボルンにある、さまざまなアート出版活動のための専門書店,https://www.perimeterbooks.com/
427,euro,art,ラトビア・リガの現代美術ギャラリー,https://fourtoseven.info/
Paper-Thin,online,art,ギャラリーでも、博物館でもない、仮想と物質の間の空間です。これは紙のように薄いです。,https://www.paper-thin.org/
"63rd-77th STEPS",online,art,"FabioSantacroceによって設立され運営されているプロジェクトスペース。
この名前は、バーリの20世紀初頭からの建物内の複数階の階段の最後の部分（63°から77°のステップの間の領域）を指します。プログラムはさまざまな形式で存在します。",http://www.63rd77thsteps.com/
PANTHER,online,art,デジタルファイルベースの展示を展開するオンラインギャラリー,http://panthermodern.org/
Commend,us,music,"音楽レーベルRVNGを母体に、ニューヨークを拠点に音楽・ファッション・アートブックなどを取り扱う店。
不定期で、音楽イベントを開催しています。",https://commendnyc.com/
Tomentosa,online,music,家族や仕事などの時間の合間に、適正価格で入手するのが難しい音楽を適正価格で流通することを目指して開業された、音楽流通・販売サービス。,https://tomentosarecords.com/
S1,us,venue,"芸術団体の多様なコミュニティをサポートする共同運営の芸術団体。
ポートランドにスペースを構えていましたが、パンデミック以降物理的な場所は停止しています。",https://s1portland.com/
"COSMOS WHOLESALE",asia,curture,韓国・ソウルにある雑貨・音楽・アートの店,https://cosmoswholesale.tumblr.com/
NICESHOP,,curture,"韓国・ソウルにある ART & LIFESTYLE SELECTSHOP",https://shop.nicepress.kr/
C5CNM,asia,art,北京の798芸術区にあるアートスペース,https://www.instagram.com/c5cnm/
BOISMOU,asia,curture,中国・北京、アート・雑貨・ファッションの店,https://www.boismou.com/
"The Reference",asia,book,ソウルは鍾路区孝子洞の複合文化空間である。地下1階は展示スペースであり、2階はアートブック書店で芸術書籍や独立出版物を主に販売する。,https://www.the-ref.kr/
BOOKS,euro,book,ロンドン・イングランドにある古本とジンの店,https://books-peckham.com/
"BATT COOP / Galerie P38",euro,art,パリを拠点とする書籍の普及と出版、自費出版、書店。ギャラリーと制作スタジオを併設。,https://battcoop.org/
Lodos,laten,art,"メキシコシティにある現代美術ギャラリー。
2021年4月オープンの新スペース！",https://lodosgallery.info/
"MX Gallery",us,art,ニューヨークにある現代美術ギャラリー,https://mxgallery.com/
"Liars Collective",euro,curture,"Brand + Book Shop｜ロシア。
私たちが住んでいる嘘つきの世界であり、私たちはそれを認めるのに十分正直です。私たちはデザインと創造性を駆使して、それを楽しんでいます。",https://liars.co/
Theta,us,art,"ニューヨークにある現代美術ギャラリー。
2021年4月に場所を移して再オープン",https://www.theta.nyc/
Triest,us,art,ニューヨークにあるアポイントメント制ギャラリー,http://triest.es/
"Draw Down",us,book,"米国の北東の隅にある独立した出版社です。 2012年に作成されたDrawDownは、グラフィックデザイン、タイポグラフィ、イラストレーション、写真、アート、建築に関する小さな本を出版しています。",https://draw-down.com/
Baader-Meinhof,us,art,ネブラスカ州オマハにある現代美術の中心地です。それは、アーティストを支援し、新しい生産様式を提案し、アートに関する進行中の公共の議論を刺激したいという願望によって導かれています。,https://www.baader-meinhof.org/
"Actual Source Books",us,book,現代のアーティストやデザイナーと協力して限定版の本、フォント、衣類、オブジェクトをリリースするアメリカの出版社、ブランド、書店です。,https://actualsource.org/
Index,us,curture,"クリエイティブな分野におけるツールへのアクセス、サポート、良いバイブレーションを促進することに専念するコミュニティ スペースです。",https://index-space.org/
"STUDIO H13",euro,curture,フランス、リヨンにあるギャラリー・書店,https://studioh13.com/
"GOOD PRESS",euro,book,スコットランドのグラスゴーにある独立した出版物の宣伝、制作、販売をサポートするスペース,https://goodpress.co.uk/
"Rope Editions",euro,curture,選りすぐりの本と音楽。ソウル,https://www.instagram.com/ropeeditions/
